"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV2ebd1205","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","Pseudobdellovibrio",NA
"ASV1f17ab8b","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10",NA
"ASVd17d7995","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"ASVcb40193e","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae","Stenotrophobium",NA
"ASVffc2fe3a","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium",NA
"ASV848b6da2","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASVd3177982","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula",NA
"ASV390b7970","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Opitutales","Opitutaceae","Oleiharenicola",NA
"ASV202100ad","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","DEV008",NA
"ASVac739b62","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter",NA
"ASV7f80bcef","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",NA
"ASV081f64fc","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","CPla-3 termite group",NA,NA
"ASVd0de00ee","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","OM27 clade",NA
"ASVf6f84bd9","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae",NA,NA
"ASV9f9688c3","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella","vaginalis"
"ASV51affb16","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Roseiflexaceae",NA,NA
"ASV8b2fd05c","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","denitrificans"
"ASV06e98174","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea",NA
"ASVcbaf084b","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASVdb3998ce","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASVf0f55bde","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Pedomicrobium",NA
"ASV124754e5","Bacteria","Deinococcota","Deinococci","Deinococcales","Trueperaceae","Truepera",NA
"ASV5a3dca0e","Bacteria","Pseudomonadota","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",NA
"ASVef3fd119",NA,NA,NA,NA,NA,NA,NA
"ASV1feda550","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA
"ASV643510d2","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum",NA
"ASVee2ccc1b","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"ASV3d7ca135",NA,NA,NA,NA,NA,NA,NA
"ASVec8aceb9","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV4007ee82","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group",NA
"ASV1825c562","Bacteria","Abditibacteriota","Abditibacteriia","Abditibacteriales","Abditibacteriaceae","Abditibacterium",NA
"ASVc3201cf2","Bacteria",NA,NA,NA,NA,NA,NA
"ASV63642546","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV67a1a6a2","Bacteria","Patescibacteria","Parcubacteria","Candidatus Azambacteria",NA,NA,NA
"ASV84c70621","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium",NA
"ASV41351a76","Bacteria","Actinomycetota",NA,NA,NA,NA,NA
"ASV49e8788b","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage",NA
"ASV6001c808","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Schlesneriaceae","Planctopirus",NA
"ASV87a996ae","Bacteria",NA,NA,NA,NA,NA,NA
"ASV6445a7eb","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"ASV61bbccab","Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","AKYG1722",NA,NA
"ASV829a2737","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae",NA,NA
"ASV2d3e2f5c","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","Aggregatilineaceae","Aggregatilinea",NA
"ASV29eed04b","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Opitutales","Opitutaceae","Alterococcus",NA
"ASV950bb427","Bacteria","Bacillota","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus",NA
"ASV163f8cb9","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Tepidimonas",NA
"ASVcac1ef3b","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium","matruchotii"
"ASVbc978421","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","A4b",NA,NA
"ASV40ff25ee","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","paucimobilis"
"ASV27f3282e","Bacteria",NA,NA,NA,NA,NA,NA
"ASV98d93d14","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1e61f014",NA,NA,NA,NA,NA,NA,NA
"ASVb9108613","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",NA
"ASV4406fa6a","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Anseongella",NA
"ASVc69b237f",NA,NA,NA,NA,NA,NA,NA
"ASV35947428",NA,NA,NA,NA,NA,NA,NA
"ASV8c116033","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Mariniblastus",NA
"ASVfd7a3c97","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Paludibaculum",NA
"ASVce244ac4",NA,NA,NA,NA,NA,NA,NA
"ASVc0c7fcd7","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae",NA,NA
"ASVab306820","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","papagonensis"
"ASVecd61a67","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae",NA,NA
"ASVd90f1caa","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV7791c4c8","Bacteria","Armatimonadota",NA,NA,NA,NA,NA
"ASVa44824a5","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Natronincolaceae",NA,NA
"ASV9e748b33","Bacteria",NA,NA,NA,NA,NA,NA
"ASV55add4aa","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales",NA,NA,NA
"ASVf298c5de","Bacteria",NA,NA,NA,NA,NA,NA
"ASV8f8b4137",NA,NA,NA,NA,NA,NA,NA
"ASV1ed15a0f","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Dokdonella",NA
"ASV2a84f4f1","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Tautonia",NA
"ASV5196d097","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",NA
"ASVb47d98b1","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14",NA
"ASV45866c9d","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Croceibacterium",NA
"ASVf1266bc7","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","thermophilum"
"ASVf7cf86a2","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASVe15496e1","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"ASV9cc1def1","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Filomicrobium",NA
"ASV3abe3053","Bacteria",NA,NA,NA,NA,NA,NA
"ASVfa16c591","Bacteria","Bacillota","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Planifilum","composti"
"ASV0c13daaf","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella","plantaginis"
"ASVc54b5d13","Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","starrii"
"ASV981e2813","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV2af59fb6","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium","currus"
"ASV0d46e00e","Bacteria","Pseudomonadota","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"ASV7fd0d213","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2c97f3d9","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"ASVa9e9bf16","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata",NA
"ASVc9bed4f2","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA
"ASV25b4bfde","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"ASVb3b87c10","Bacteria",NA,NA,NA,NA,NA,NA
"ASVfd97c984","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",NA
"ASV1a25a96f","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
"ASV3fea2f8c","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV4c60a04d","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA,NA
"ASVd50eeadd","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASV46dc7a2a","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"ASVcdd8097a","Bacteria","Chloroflexota","Dehalococcoidia","GIF9",NA,NA,NA
"ASVd77a275d",NA,NA,NA,NA,NA,NA,NA
"ASV031d9397","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV0cb9fd5b","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","FukuN57",NA
"ASV277192d8","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"ASVc77288dd","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA
"ASV691b1d80","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","oligoaromativorans"
"ASV07158280","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASVacf11376","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae",NA,NA
"ASV470d1d5b","Bacteria","Pseudomonadota","Alphaproteobacteria","Elsterales",NA,NA,NA
"ASV1d0ab4e7","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV4927ce92",NA,NA,NA,NA,NA,NA,NA
"ASVe5704960","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Tautonia",NA
"ASV9a3b00d2","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV878443ed","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV432d62ad","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azonexus","hydrophilus"
"ASVa0cf4b52","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Paraflavitalea",NA
"ASV9c3162c3",NA,NA,NA,NA,NA,NA,NA
"ASV9dc38f9c","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium","salmoneum"
"ASVff4e86a4","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"ASVf26a94e2","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","dehalogenans"
"ASV3e6e6090","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"ASVea690635","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Opitutales","Opitutaceae","Alterococcus",NA
"ASV85c75667","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASV5c612780","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASVd5c301fc",NA,NA,NA,NA,NA,NA,NA
"ASV32eaedb2","Bacteria","Bacillota","Limnochordia","MBA03",NA,NA,NA
"ASV63ccd197","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae",NA,NA
"ASV53a3713e","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","nitritigenes"
"ASVa8d7e65c","Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium",NA
"ASVbcc34b66","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASVca407862","Bacteria",NA,NA,NA,NA,NA,NA
"ASV60a0446c",NA,NA,NA,NA,NA,NA,NA
"ASVafc6e9fc","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus",NA
"ASV17e54d8d","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"ASVef9ea863","Bacteria","Pseudomonadota","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Parvibaculum",NA
"ASV68b22fd1","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","vesicularis"
"ASVd2406559","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium",NA
"ASVb309ad7d","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","A4b",NA,NA
"ASV0cf77441","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA
"ASV4f470912","Bacteria","Gemmatimonadota","Longimicrobiia","Longimicrobiales","Longimicrobiaceae",NA,NA
"ASVc8912dad","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma",NA
"ASV6858178f","Bacteria","Chloroflexota","Anaerolineae","Caldilineales","Caldilineaceae",NA,NA
"ASV7d14a742","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","celatum"
"ASV6068d5e1","Bacteria","Actinomycetota","MB-A2-108",NA,NA,NA,NA
"ASV81886b2c","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASVa0fb218c","Bacteria","Chloroflexota","Gitt-GS-136",NA,NA,NA,NA
"ASV478d3410","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Aridibacter",NA
"ASVa59c6233","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Dethiosulfovibrio","peptidovorans"
"ASV12007e93","Bacteria",NA,NA,NA,NA,NA,NA
"ASV34224e13",NA,NA,NA,NA,NA,NA,NA
"ASVbc37c8af","Bacteria",NA,NA,NA,NA,NA,NA
"ASV193f310d",NA,NA,NA,NA,NA,NA,NA
"ASV2dde9df4","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenes","aquatilis"
"ASV20717c2a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV533ac495","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Halomonas",NA
"ASVd505e58f",NA,NA,NA,NA,NA,NA,NA
"ASVeecb804c","Bacteria",NA,NA,NA,NA,NA,NA
"ASV862f3813","Archaea",NA,NA,NA,NA,NA,NA
"ASV17b12ee0","Bacteria","Incertae Sedis","Incertae Sedis","SJA-28",NA,NA,NA
"ASVe167dc46","Bacteria",NA,NA,NA,NA,NA,NA
"ASV815f7402",NA,NA,NA,NA,NA,NA,NA
"ASV957b9e7b",NA,NA,NA,NA,NA,NA,NA
"ASV5a080b1c",NA,NA,NA,NA,NA,NA,NA
"ASV98bf7ba7","Bacteria",NA,NA,NA,NA,NA,NA
"ASVdba0a5e2","Bacteria","Planctomycetota","OM190",NA,NA,NA,NA
"ASVc8396c22","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"ASV54c5dfd4",NA,NA,NA,NA,NA,NA,NA
"ASVd65e764c","Bacteria",NA,NA,NA,NA,NA,NA
"ASVa7a2fc85","Bacteria",NA,NA,NA,NA,NA,NA
"ASV6b1cb7eb","Bacteria",NA,NA,NA,NA,NA,NA
"ASV0dfce32f","Bacteria",NA,NA,NA,NA,NA,NA
"ASVc41426a1","Bacteria",NA,NA,NA,NA,NA,NA
"ASV7a9fc58c",NA,NA,NA,NA,NA,NA,NA
"ASV957e927a",NA,NA,NA,NA,NA,NA,NA
"ASV8e53d6b8","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Roseiflexaceae",NA,NA
"ASV13dca5fe","Bacteria",NA,NA,NA,NA,NA,NA
"ASV02595956","Bacteria",NA,NA,NA,NA,NA,NA
"ASVed1e6ef1",NA,NA,NA,NA,NA,NA,NA
"ASV5e31a912",NA,NA,NA,NA,NA,NA,NA
"ASVe65c7056","Bacteria",NA,NA,NA,NA,NA,NA
"ASV518543d6",NA,NA,NA,NA,NA,NA,NA
"ASV7bf59e43",NA,NA,NA,NA,NA,NA,NA
"ASV1edf1905","Bacteria",NA,NA,NA,NA,NA,NA
"ASV16f0a741","Bacteria",NA,NA,NA,NA,NA,NA
"ASVbb723b7d","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Limibaculum",NA
"ASV75593d42","Bacteria",NA,NA,NA,NA,NA,NA
"ASV178bb5bd","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella",NA
"ASVab913179","Bacteria",NA,NA,NA,NA,NA,NA
"ASV8a4a6225",NA,NA,NA,NA,NA,NA,NA
"ASV9ce880d7","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb37a4a06","Bacteria",NA,NA,NA,NA,NA,NA
"ASV70a9c5a1",NA,NA,NA,NA,NA,NA,NA
"ASV5f6c8467",NA,NA,NA,NA,NA,NA,NA
"ASV620e77b1",NA,NA,NA,NA,NA,NA,NA
"ASV0191787d",NA,NA,NA,NA,NA,NA,NA
"ASV5b2af95c",NA,NA,NA,NA,NA,NA,NA
"ASV3c029787",NA,NA,NA,NA,NA,NA,NA
"ASV22aaa88b","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Rubellimicrobium",NA
"ASV60fea9dc",NA,NA,NA,NA,NA,NA,NA
"ASV7356df9a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV340c35f9","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium","jeotgali"
"ASVd4a5a702","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Amb-16S-1323",NA,NA
"ASV3a1f84c4","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","namyangjuensis"
"ASV26703e85","Bacteria",NA,NA,NA,NA,NA,NA
"ASVfbd7d739",NA,NA,NA,NA,NA,NA,NA
"ASVbbbf1c13","Bacteria",NA,NA,NA,NA,NA,NA
"ASV8e39bd2a",NA,NA,NA,NA,NA,NA,NA
"ASV82c4601f",NA,NA,NA,NA,NA,NA,NA
"ASV76bdb271",NA,NA,NA,NA,NA,NA,NA
"ASV8f75f22b",NA,NA,NA,NA,NA,NA,NA
"ASV8685ca98","Bacteria",NA,NA,NA,NA,NA,NA
"ASV51d62b26",NA,NA,NA,NA,NA,NA,NA
"ASV754890b6","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2fa2cfb4","Bacteria",NA,NA,NA,NA,NA,NA
"ASVca824250","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","echinospora"
"ASVb66ed64d","Bacteria",NA,NA,NA,NA,NA,NA
"ASVcd64558a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV77255b38",NA,NA,NA,NA,NA,NA,NA
"ASVbe82d3c2",NA,NA,NA,NA,NA,NA,NA
"ASVede9a6f5",NA,NA,NA,NA,NA,NA,NA
"ASVfcd4446d","Bacteria",NA,NA,NA,NA,NA,NA
"ASV016d3905",NA,NA,NA,NA,NA,NA,NA
"ASV88e0fa6a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV42053c90","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASVdf481956",NA,NA,NA,NA,NA,NA,NA
"ASVc872ffb1","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dubosiella",NA
"ASVddaa2052","Bacteria",NA,NA,NA,NA,NA,NA
"ASV8e669edf",NA,NA,NA,NA,NA,NA,NA
"ASV104b840e","Bacteria",NA,NA,NA,NA,NA,NA
"ASVa523611e",NA,NA,NA,NA,NA,NA,NA
"ASV8aae67fd","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae",NA,NA
"ASV1ec0fe6e","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","gordonii"
"ASV77017ac1",NA,NA,NA,NA,NA,NA,NA
"ASV9c834fc2","Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes",NA
"ASVea9fea70","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingoaurantiacus",NA
"ASV997d91c5","Bacteria",NA,NA,NA,NA,NA,NA
"ASV27766cd1",NA,NA,NA,NA,NA,NA,NA
"ASVd3b9234f","Bacteria",NA,NA,NA,NA,NA,NA
"ASVee57f387","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Peptoniphilus",NA
"ASVb52a0c81","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","mucilaginosus"
"ASV43de1f92",NA,NA,NA,NA,NA,NA,NA
"ASV538c8201",NA,NA,NA,NA,NA,NA,NA
"ASV3d94e1be",NA,NA,NA,NA,NA,NA,NA
"ASVc3899e4f",NA,NA,NA,NA,NA,NA,NA
"ASV236e3d5d","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2e8a6207","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2107f595","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb6b2b34f","Bacteria",NA,NA,NA,NA,NA,NA
"ASV6800fdcc","Bacteria","Cyanobacteriota","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","Candidatus Obscuribacter",NA
"ASVf60c4a4a",NA,NA,NA,NA,NA,NA,NA
"ASV69143d81",NA,NA,NA,NA,NA,NA,NA
"ASVbf227783",NA,NA,NA,NA,NA,NA,NA
"ASVea8eb643","Bacteria",NA,NA,NA,NA,NA,NA
"ASV07265ed9","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Afipia",NA
"ASVd2bc073b","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium","ureicelerivorans"
"ASV2260cf41",NA,NA,NA,NA,NA,NA,NA
"ASV42efc44a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASV99f301f9","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium",NA
"ASV8f93acf9","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV2b2c9067","Bacteria",NA,NA,NA,NA,NA,NA
"ASVba0b5efd","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Croceibacterium",NA
"ASV8a1175db","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb5c19a97","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","swuensis"
"ASV0cf637c3","Bacteria","Chloroflexota","Anaerolineae","Ardenticatenales",NA,NA,NA
"ASVf6e0e3a8","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASVe5239b37",NA,NA,NA,NA,NA,NA,NA
"ASV3a5c11c5","Bacteria",NA,NA,NA,NA,NA,NA
"ASV5eaec014","Bacteria",NA,NA,NA,NA,NA,NA
"ASV34f09935","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1359fdad","Bacteria",NA,NA,NA,NA,NA,NA
"ASV88a41a5a","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","dysgalactiae"
"ASVe83ca74c","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium",NA
"ASV060891d9",NA,NA,NA,NA,NA,NA,NA
"ASV7606df23","Bacteria",NA,NA,NA,NA,NA,NA
"ASV6da84f7f",NA,NA,NA,NA,NA,NA,NA
"ASV5119a6af","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA
"ASV12ab0444",NA,NA,NA,NA,NA,NA,NA
"ASVcbe09256","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Roseiflexaceae",NA,NA
"ASVb715288c",NA,NA,NA,NA,NA,NA,NA
"ASV87812bc7",NA,NA,NA,NA,NA,NA,NA
"ASV88b03a2a","Archaea","Thermoproteota","Bathyarchaeia",NA,NA,NA,NA
"ASV25cd58b3","Bacteria",NA,NA,NA,NA,NA,NA
"ASV781231fa","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",NA
"ASVaf2c0723","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3ebec57b","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Desertimonas",NA
"ASVa75a0642",NA,NA,NA,NA,NA,NA,NA
"ASV3daa1f37",NA,NA,NA,NA,NA,NA,NA
